         0 	      4.317 	      1.082 	    0.00851 	     14.804 	     35.046
         1 	      4.317 	      1.097 	    0.00870 	     14.740 	     34.903
         2 	      4.317 	      1.110 	    0.00889 	     14.676 	     34.760
         3 	      4.317 	      1.124 	    0.00907 	     14.610 	     34.619
         4 	      4.317 	      1.136 	    0.00926 	     14.544 	     34.477
         5 	      4.317 	      1.148 	    0.00945 	     14.476 	     34.337
         6 	      4.317 	      1.159 	    0.00963 	     14.408 	     34.197
         7 	      4.317 	      1.170 	    0.00981 	     14.338 	     34.058
         8 	      4.317 	      1.185 	    0.01004 	     14.267 	     33.920
         9 	      4.317 	      1.202 	    0.01029 	     14.195 	     33.782
        10 	      4.317 	      1.219 	    0.01054 	     14.121 	     33.645
        11 	      4.317 	      1.235 	    0.01079 	     14.047 	     33.508
        12 	      4.317 	      1.250 	    0.01104 	     13.971 	     33.373
        13 	      4.317 	      1.264 	    0.01129 	     13.894 	     33.238
        14 	      4.317 	      1.277 	    0.01153 	     13.816 	     33.104
        15 	      4.317 	      1.289 	    0.01178 	     13.736 	     32.970
        16 	      4.317 	      1.300 	    0.01202 	     13.656 	     32.838
        17 	      4.317 	      1.310 	    0.01226 	     13.575 	     32.706
        18 	      4.317 	      1.320 	    0.01250 	     13.492 	     32.575
        19 	      4.317 	      1.328 	    0.01274 	     13.409 	     32.445
        20 	      4.317 	      1.336 	    0.01298 	     13.325 	     32.315
        21 	      4.317 	      1.343 	    0.01321 	     13.239 	     32.187
        22 	      4.317 	      1.349 	    0.01345 	     13.153 	     32.059
        23 	      4.317 	      1.358 	    0.01372 	     13.066 	     31.932
        24 	      4.317 	      1.370 	    0.01402 	     12.977 	     31.806
        25 	      4.317 	      1.380 	    0.01433 	     12.888 	     31.681
        26 	      4.317 	      1.390 	    0.01463 	     12.798 	     31.557
        27 	      4.317 	      1.398 	    0.01493 	     12.707 	     31.433
        28 	      4.317 	      1.406 	    0.01523 	     12.616 	     31.311
        29 	      4.317 	      1.412 	    0.01552 	     12.523 	     31.189
        30 	      4.317 	      1.417 	    0.01582 	     12.429 	     31.068
        31 	      4.317 	      1.421 	    0.01611 	     12.335 	     30.948
        32 	      4.317 	      1.425 	    0.01640 	     12.239 	     30.829
        33 	      4.317 	      1.427 	    0.01668 	     12.143 	     30.711
        34 	      4.317 	      1.428 	    0.01697 	     12.046 	     30.594
        35 	      4.317 	      1.428 	    0.01725 	     11.948 	     30.478
        36 	      4.317 	      1.427 	    0.01753 	     11.849 	     30.363
        37 	      4.317 	      1.426 	    0.01781 	     11.750 	     30.249
        38 	      4.317 	      1.423 	    0.01808 	     11.650 	     30.136
        39 	      4.317 	      1.420 	    0.01835 	     11.549 	     30.023
        40 	      4.317 	      1.425 	    0.01874 	     11.448 	     29.912
        41 	      4.317 	      1.431 	    0.01916 	     11.347 	     29.802
        42 	      4.317 	      1.435 	    0.01957 	     11.245 	     29.692
        43 	      4.317 	      1.439 	    0.01998 	     11.143 	     29.584
        44 	      4.317 	      1.441 	    0.02038 	     11.040 	     29.477
        45 	      4.317 	      1.442 	    0.02078 	     10.937 	     29.370
        46 	      4.317 	      1.441 	    0.02116 	     10.834 	     29.265
        47 	      4.317 	      1.439 	    0.02154 	     10.731 	     29.161
        48 	      4.317 	      1.437 	    0.02193 	     10.628 	     29.057
        49 	      4.317 	      1.434 	    0.02232 	     10.525 	     28.955
        50 	      4.317 	      1.430 	    0.02270 	     10.422 	     28.853
        51 	      4.317 	      1.425 	    0.02307 	     10.318 	     28.753
        52 	      4.317 	      1.419 	    0.02345 	     10.215 	     28.654
        53 	      4.317 	      1.413 	    0.02382 	     10.112 	     28.555
        54 	      4.317 	      1.404 	    0.02416 	     10.009 	     28.458
        55 	      4.317 	      1.393 	    0.02447 	      9.907 	     28.361
        56 	      4.317 	      1.382 	    0.02479 	      9.804 	     28.266
        57 	      4.317 	      1.371 	    0.02511 	      9.702 	     28.172
        58 	      4.317 	      1.359 	    0.02542 	      9.600 	     28.078
        59 	      4.317 	      1.347 	    0.02574 	      9.499 	     27.986
        60 	      4.317 	      1.334 	    0.02605 	      9.398 	     27.894
        61 	      4.317 	      1.321 	    0.02635 	      9.297 	     27.804
        62 	      4.317 	      1.308 	    0.02666 	      9.197 	     27.714
        63 	      4.317 	      1.294 	    0.02696 	      9.097 	     27.626
        64 	      4.317 	      1.280 	    0.02725 	      8.998 	     27.538
        65 	      4.317 	      1.266 	    0.02757 	      8.899 	     27.452
        66 	      4.317 	      1.253 	    0.02788 	      8.801 	     27.366
        67 	      4.317 	      1.239 	    0.02819 	      8.704 	     27.281
        68 	      4.317 	      1.226 	    0.02854 	      8.607 	     27.198
        69 	      4.317 	      1.214 	    0.02890 	      8.511 	     27.115
        70 	      4.317 	      1.202 	    0.02925 	      8.415 	     27.033
        71 	      4.317 	      1.189 	    0.02961 	      8.321 	     26.952
        72 	      4.317 	      1.176 	    0.02996 	      8.227 	     26.872
        73 	      4.317 	      1.163 	    0.03030 	      8.134 	     26.793
        74 	      4.317 	      1.149 	    0.03064 	      8.041 	     26.714
        75 	      4.317 	      1.135 	    0.03098 	      7.950 	     26.637
        76 	      4.317 	      1.122 	    0.03131 	      7.859 	     26.561
        77 	      4.317 	      1.108 	    0.03165 	      7.769 	     26.485
        78 	      4.317 	      1.094 	    0.03199 	      7.680 	     26.410
        79 	      4.317 	      1.081 	    0.03233 	      7.591 	     26.336
        80 	      4.317 	      1.067 	    0.03267 	      7.504 	     26.263
        81 	      4.317 	      1.053 	    0.03300 	      7.417 	     26.191
        82 	      4.317 	      1.039 	    0.03333 	      7.332 	     26.120
        83 	      4.317 	      1.025 	    0.03366 	      7.247 	     26.050
        84 	      4.317 	      1.011 	    0.03398 	      7.163 	     25.980
        85 	      4.317 	      0.997 	    0.03430 	      7.079 	     25.911
        86 	      4.317 	      0.986 	    0.03471 	      6.997 	     25.843
        87 	      4.317 	      0.974 	    0.03511 	      6.916 	     25.776
        88 	      4.317 	      0.962 	    0.03550 	      6.835 	     25.710
        89 	      4.317 	      0.950 	    0.03590 	      6.756 	     25.644
        90 	      4.317 	      0.938 	    0.03628 	      6.677 	     25.579
        91 	      4.317 	      0.926 	    0.03667 	      6.599 	     25.515
        92 	      4.317 	      0.914 	    0.03704 	      6.522 	     25.452
        93 	      4.317 	      0.902 	    0.03742 	      6.446 	     25.389
        94 	      4.317 	      0.889 	    0.03779 	      6.371 	     25.327
        95 	      4.317 	      0.877 	    0.03815 	      6.296 	     25.266
        96 	      4.317 	      0.865 	    0.03851 	      6.223 	     25.205
        97 	      4.317 	      0.853 	    0.03887 	      6.150 	     25.146
        98 	      4.317 	      0.841 	    0.03922 	      6.079 	     25.087
        99 	      4.317 	      0.829 	    0.03959 	      6.008 	     25.028
       100 	      4.317 	      0.817 	    0.03996 	      5.938 	     24.970
       101 	      4.317 	      0.806 	    0.04034 	      5.869 	     24.913
       102 	      4.317 	      0.795 	    0.04072 	      5.801 	     24.857
       103 	      4.317 	      0.784 	    0.04109 	      5.734 	     24.801
       104 	      4.317 	      0.772 	    0.04146 	      5.668 	     24.746
       105 	      4.317 	      0.761 	    0.04183 	      5.602 	     24.691
       106 	      4.317 	      0.750 	    0.04219 	      5.538 	     24.638
       107 	      4.317 	      0.739 	    0.04254 	      5.474 	     24.584
       108 	      4.317 	      0.729 	    0.04291 	      5.411 	     24.532
       109 	      4.317 	      0.718 	    0.04328 	      5.350 	     24.479
       110 	      4.317 	      0.708 	    0.04365 	      5.289 	     24.428
       111 	      4.317 	      0.698 	    0.04401 	      5.228 	     24.377
       112 	      4.317 	      0.688 	    0.04437 	      5.169 	     24.327
       113 	      4.317 	      0.678 	    0.04472 	      5.111 	     24.277
       114 	      4.317 	      0.668 	    0.04507 	      5.053 	     24.228
       115 	      4.317 	      0.657 	    0.04540 	      4.996 	     24.179
       116 	      4.317 	      0.647 	    0.04571 	      4.940 	     24.131
       117 	      4.317 	      0.637 	    0.04602 	      4.885 	     24.083
       118 	      4.317 	      0.627 	    0.04632 	      4.831 	     24.036
       119 	      4.317 	      0.617 	    0.04662 	      4.777 	     23.990
       120 	      4.317 	      0.607 	    0.04691 	      4.724 	     23.944
       121 	      4.317 	      0.598 	    0.04721 	      4.672 	     23.898
       122 	      4.317 	      0.588 	    0.04751 	      4.621 	     23.853
       123 	      4.317 	      0.579 	    0.04782 	      4.570 	     23.809
       124 	      4.317 	      0.570 	    0.04813 	      4.521 	     23.765
       125 	      4.317 	      0.562 	    0.04843 	      4.472 	     23.721
       126 	      4.317 	      0.553 	    0.04873 	      4.423 	     23.678
       127 	      4.317 	      0.544 	    0.04903 	      4.376 	     23.635
       128 	      4.317 	      0.536 	    0.04933 	      4.329 	     23.593
       129 	      4.317 	      0.528 	    0.04963 	      4.282 	     23.551
       130 	      4.317 	      0.520 	    0.04992 	      4.237 	     23.510
       131 	      4.317 	      0.512 	    0.05021 	      4.192 	     23.469
       132 	      4.317 	      0.504 	    0.05052 	      4.148 	     23.429
       133 	      4.317 	      0.496 	    0.05082 	      4.104 	     23.389
       134 	      4.317 	      0.489 	    0.05112 	      4.061 	     23.350
       135 	      4.317 	      0.482 	    0.05142 	      4.018 	     23.310
       136 	      4.317 	      0.474 	    0.05172 	      3.977 	     23.272
       137 	      4.317 	      0.467 	    0.05201 	      3.935 	     23.233
       138 	      4.317 	      0.460 	    0.05230 	      3.894 	     23.196
       139 	      4.317 	      0.453 	    0.05258 	      3.854 	     23.158
       140 	      4.317 	      0.446 	    0.05287 	      3.814 	     23.121
       141 	      4.317 	      0.439 	    0.05315 	      3.775 	     23.084
       142 	      4.317 	      0.433 	    0.05342 	      3.736 	     23.048
       143 	      4.317 	      0.426 	    0.05370 	      3.698 	     23.012
       144 	      4.317 	      0.419 	    0.05397 	      3.661 	     22.977
       145 	      4.317 	      0.413 	    0.05424 	      3.623 	     22.941
       146 	      4.317 	      0.407 	    0.05451 	      3.587 	     22.906
       147 	      4.317 	      0.401 	    0.05477 	      3.551 	     22.872
       148 	      4.317 	      0.395 	    0.05505 	      3.515 	     22.838
